假名	词性	汉字	含义
れいぞうこ	代词	冷蔵庫	冰箱
ぶっか	代词	物価	物价
しゅうにゅう	名词	収入	收入，所得
じゅうたく	名词	住宅	住宅
マンション	名词	マンション	(高级）公寓
やすげっきゅう	名词	安月給	低工资，工薪低
つきづき	名词	月々	月月，每月
ローン	名词	ローン	贷款，借款
ぼうとう	名词	暴騰	（物价等）暴涨
アパート	名词	アパート	公寓
やちん	名词	家賃	房租
マイホーム	名词	マイホーム	自己的房子，私房
げんかん	名词	玄関	门口，玄关
おこさん	名词	お子さん	您的孩子
ぜいきん	名词	税金	税金
ほけんりょう	名词	保険料	保险费
てんびき	名词	天引き	先行扣除
てどり	名词	手取り	实际到手的收入
かない	名词	家内	妻子，内人
ちょきん	名词	貯金	存款，存钱，储蓄
ろうご	名词	老後	老后，晚年
いか	名词	以下	以下
かねもち	名词	金持ち	有钱人．富人
こづかい	名词	小遣い	零花钱
とこや	代词	床屋	理发店，理发师
かけい	名词	家計	家计，家中收支情况
くふう	名词	工夫	下功夫，想办法
せまい	名词	狭い	狭窄
らいねん	代词	来年	明年
すまい	名词	住まい	住宅，住址
けっしん	名词	決心	决心，决意
たいきん	名词	大金	巨款
ぶんじょう	名词	分譲	分开出售，售出一部分
つき	名词	付き	附带
ひとへや	名词	一部屋	一套住房
ちか	名词	地価	地价
つぼ	名词	坪	坪（约合3.3平方米）
おく	代词	億	亿
もちいえ	名词	持ち家	个人私有房产
わりあい	名词	割合	比例
じえいぎょう	名词	自営業	独自经营
せたい	名词	世帯	户，(自立门户的)家庭
はんすう	代词	半数	半数，一半
のき	名词	軒	屋檐
ばい	名词	倍	倍，加倍
しゃくや	名词	借家	租（借）的房子
い	名词	衣	衣
じゅう	名词	住	住
つら	名词	面	脸面，脸，面孔
かいぜんする	名词	改善	改善
ぎじゅつしゃ	名词	技術者	技术人员
せんげつ	代词	先月	上个月
がくれき	名词	学歴	学历
こうせい	名词	構成	构成，结构
しょくひ	名词	食費	伙食费
じゅうきょ	名词	住居	住宅，住处，居住地，住址
こうねつひ	名词	光熱費	电灯费，燃料费
ししゅつ	名词	支出	支出
のこり	名词	残り	剩余， 残余
まいつき	名词	毎月	每月
とくちょう	名词	特徴	特征，特点
かぶき	代词	歌舞伎	歌舞伎(日本的传统戏剧）
すもう	代词	相撲	相扑
げいのう	名词	芸能	演艺．文艺，曲艺
きまり	名词	決まり	规定，规矩；决定
やくしゃ	名词	役者	演员
えんげき	名词	演劇	戏剧；演戏
こくぎ	名词	国技	国技
しょうぶ	名词	勝負	胜负
ぎょうじ	名词	行司	相扑裁判员
まぢか	名词	間近	跟前，眼前
まわりぶたい	名词	回り舞台	旋转舞台，转台
すばやい	名词	素早い	快速，敏捷
くまどり	名词	隈取り	勾脸谱
かつら	名词	かつら	（化妆等用的）假发
かかす	名词	欠かす	缺，缺少
はんてい	名词	判定	判定，判断
ちい	名词	地位	地位
でいり	名词	出入り	出入
ようし	名词	養子	养子
かんきゃく	名词	観客	观众
イヤホーン	名词	イヤホーン	耳机
かいせつ	名词	解説	讲解，解说
まく	名词	幕	幕
ぶたい	名词	舞台	舞台
しもざ	名词	下座	下座，末席
ばんそう	名词	伴奏	伴奏
しんこう	名词	進行	进行，前进，进展
はなみち	名词	花道	歌舞伎演员上下场的通道
かんきゃくせき	名词	観客席	观众席
おおぜき	名词	大関	大关（仅次于{横纲}的称号
よこづな	名词	横綱	横纲(相扑最高级别)
たいせん	名词	対戦	对照，比赛
おもわず	名词	思わず	禁不住，不由得
こうぎょう	名词	興行	票房，公演，演出，上映
どひょう	名词	土俵	（相扑）比赛场，摔跤场
りきし	名词	力士	力士
きょうぎ	名词	競技	体育比赛，比赛
とりくみ	名词	取り組み	措施，举措，努力
たちあがる	名词	立ち上がる	站起来
あしのうら	名词	足の裏	脚掌，脚心
いがい	名词	以外	以外
つち	名词	土	土壤，土，土地
ふれる	名词	触れる	触摸，碰
まけ	名词	負け	输
きよめ	名词	清め	洁净，去污
しんちょう	名词	身長	身高，身长
たいじゅう	名词	体重	体重
せいげん	名词	制限	限制，限度，界限
レスリング	名词	レスリング	（西式）摔跤
ボクシング	名词	ボクシング	拳击
あい	名词	愛	爱
かいがい	名词	海外	海外
えいせい	名词	衛星	卫星
こうしえん	名词	甲子園	甲子园
きゅうじょう	名词	球場	球场
くぎづける	名词	釘付ける	钉牢，钉住
じもと	名词	地元	当地，本地
おうえん	名词	応援	声援，支援
プロ	名词	プロ	专业，职业
きゅうだん	名词	球団	拥有职业棒球队的实业团体
セントラルリーグ	名词	セントラルリーグ	（日本职业棒球队名称）中央联盟
パシフィックリーグ	名词	パシフィックリーグ	（日本职业棒球队名称）太平洋联盟
ペナント	名词	ペナント	细长三角形旗，优胜
りょう	名词	量	双，两个
リーグ	名词	リーグ	同盟，联盟
ゆうしょう	名词	優勝	优胜
チーム	名词	チーム	队，团体
シリーズ	名词	シリーズ	（球队争夺的）连续比赛，系列
オーナー	名词	オーナー	（职业球队，出版社等）经营主，业主
てんかい	名词	展開	展开，开展
ひみつ	名词	秘密	秘密
ビジネス	名词	ビジネス	事务，商业
しゅうだん	名词	集団	集体，集团
きんべん	名词	勤勉	勤勉，勤劳
ねんこうじょれつ	名词	年功序列	论资排辈
めんつ	名词	面子	面子，颜面，脸面
じゅうしする	名词	重視	重视
いんしょう	名词	印象	印象
しま	名词	島	岛，岛屿
おんせん	名词	温泉	温泉
ちか	代词	地下	地下
きっさてん	代词	喫茶店	咖啡馆
いこい	名词	憩い	休憩，休息
じこく	名词	時刻	时刻，时间
あみのめ	名词	網の目	网眼
ぜんど	名词	全土	全国，全境
こうしゅうでんわ	名词	公衆電話	公用电话
ちかがい	名词	地下街	地下商店街
せいび	名词	整備	（道路）维修，整修；配备，配齐
どうろ	名词	道路	道路，马路
ぜんこく	名词	全国	全国
ものすごい	名词	物凄い	惊人的
ごみ	名词	ごみ	垃圾
はいきガス	名词	排気ガス	废气
ちゅうりゅう	名词	中流	中层，中流，中游
いしき	名词	意識	意识
せんそう	名词	戦争	战争
ひこう	名词	非行	不良行为
ちゅうがくせい	名词	中学生	中学生
れいてんご	名词	零点五	零点五
かいきゅう	名词	階級	阶层，阶级
ホーム	名词	ホーム	家，家庭；月台，站台
げんじょう	名词	現状	状况，现状
しがんしゃ	名词	志願者	志愿者
ろうにん	名词	浪人	（未被录取）失学的学生
じゅく	名词	塾	私塾，补习学校
しんや	名词	深夜	深夜
バイク	名词	バイク	摩托车
ぼうそうぞく	名词	暴走族	暴走族
シンナーあそび	名词	シンナー遊び	吸稀薄剂玩，吸毒玩
せんたん	名词	先端	尖端，先进
むける	名词	向ける	向，朝，对
れいぎ	名词	礼儀	礼仪，礼节，礼貌
きょだい	名词	巨大	巨大
こうそう	名词	構想	构思，设想
こうむてん	名词	工務店	土木工程公司
システム	代词	システム	系统，体系；组织；机构
ちじょう	名词	地上	地球上，地上，地面上
けんせつ	名词	建設	建设
もくてき	名词	目的	目的
ちょっけい	名词	直径	直径
ちょうじょうぶ	名词	頂上部	顶部
ないぶ	名词	内部	内部
そう	名词	層	层
ぐん	名词	群	群
ないへき	名词	内壁	内壁
のべゆかめんせき	名词	延床面積	总建筑面积
ヘクタール	名词	ヘクタール	公顷
ドーム	名词	ドーム	（东京）球形室内运动场
そうとう	代词	相当	相当，很，颇
しょうぎょう	名词	商業	商业
せつび	名词	設備	设备
こうきょうきかん	名词	公共機関	公共设施，机构
ちょう	名词	兆	兆
ぐたいか	名词	具体化	具体化
ようち	名词	用地	用地
かくほ	名词	確保	确保
もんだいてん	名词	問題点	疑点，争论点
かだい	名词	課題	题目，课题
ようきゅう	名词	要求	要求，请求
ふさわしい	名词	相応しい	适合，般配
おうよう	名词	応用	应用
かのう	名词	可能	可以，可能
せいふ	名词	政府	政府
じつげん	名词	実現	实现
せいき	名词	世紀	世纪
りはつてん	名词	理髪店	理发店
びよういん	名词	美容院	美容美发店
せわ	名词	世話	照看，帮助
ていれ	名词	手入れ	保养，修理
パーマ	名词	パーマ	烫发
しゅじん	名词	主人	主人
すうにん	名词	数人	数人
ソファー	名词	ソファー	沙发
じゅんばん	名词	順番	顺序，次序
オーバー	名词	オーバー	大衣
ブラシ	名词	ブラシ	刷子
チップ	名词	チップ	小费
かみそり	名词	剃刀	剃刀
ほほ	名词	頬	颊，脸蛋
あご	名词	顎	腭，下巴
あわ	名词	泡	泡沫，气泡
やすあがり	名词	安上がり	省钱，便宜
ばん	名词	番	轮班，次序
さんぱつ	名词	散髪	理发，剪发
かがみ	名词	鏡	镜子
かみがた	名词	髪型	发型
シャンプー	名词	シャンプー	洗发，洗发剂，香波
ヘアスタイル	名词	ヘアスタイル	发型
かみのけ	名词	髪の毛	头发
おおどおり	名词	大通り	大马路
おじさん	名词	おじさん	大爷，大叔；伯伯，叔叔，舅舅
はさみ	名词	鋏	剪刀
くし	名词	櫛	梳子
そと	代词	外	外面
ゆうびんきょく	代词	郵便局	邮局
はがき	名词	葉書	明信片
あてな	名词	宛名	收信人姓名（住址）
いち	名词	位置	位置
おもてがき	名词	表書き	写信封，写在信封上的收信人姓名住址
ふうとう	代词	封筒	信封
じょうぶ	名词	上部	上部
ひだりうえ	名词	左上	左上
すみ	名词	隅	角落，旮旯
さしだしにん	名词	差し出し人	发信人，寄信人
しめい	名词	氏名	姓名，姓和名
とどうふけん	名词	都道府県	（行政区名称）都道府县
そくたつ	代词	速達	限时信
ゆうびんぶつ	名词	郵便物	邮件
りょうきん	名词	料金	费用
かさん	名词	加算	加入，加法
かきとめ	代词	書留	挂号信
あてさき	名词	宛先	收信（件）人的姓名（住址）
ばいしょう	名词	賠償	赔偿
げんきん	代词	現金	现金
うけとり	名词	受取り	收，领，收据，收条
ゆうびんふりかえ	名词	郵便振替	邮寄转账
すいどう	名词	水道	自来水管道
でんき	代词	電気	电，电灯
ガス	名词	ガス	天然气，煤气
こうきょうりょうきん	名词	公共料金	公用事业费
たふけん	名词	他府県	其他府县
ちいき	名词	地域	地域，地区
きょくいん	名词	局員	邮局电报电话局职员
こうくうびん	名词	航空便	航空邮件
はかる	名词	量る	称，测量
こづつみ	名词	小包み	小包，邮包
ふりこみ	名词	振込	汇入，存入，拨入
けいさん	名词	計算	计算
ゆうびんきって	名词	郵便切手	邮票
とりあつかい	名词	取扱	办理，对待
しゅと	名词	首都	首都
めかた	名词	目方	重量
なか	代词	中	里面，中间
ほこり	名词	埃	灰尘，尘土
よごれかた	名词	汚れ方	脏的情况，脏法
ちんか	名词	沈下	沉降，下沉
へいきん	名词	平均	平均
グラム	名词	グラム	克
クレンザーブラシ	名词	クレンザーブラシ	清洁刷
スチールウール	名词	スチールウール	钢丝绒
せんざい	名词	洗剤	洗涤剂
ようざい	名词	溶剤	溶剂
てつ	名词	鉄	铁
ほそい	名词	細い	小，细长，纤细
ふとさ	名词	太さ	粗(度)
よごれおとし	名词	汚れ落とし	出去污垢
ようき	名词	容器	容器
ぶんたん	名词	分担	分担
そうじき	名词	掃除機	吸尘器，除尘器
ぞうきん	名词	雑巾	抹布，擦布
ながし	名词	流し	（厨房）水池子
たわし	名词	束子	刷帚，炊帚
おひる	名词	お昼	午饭，午餐
どうぐ	名词	道具	工具
ばしょ	名词	場所	所在地，地方，场所
バケツ	名词	バケツ	铁水桶
ほうかご	名词	放課後	放学后
モップ	名词	モップ	拖把
はし	名词	端	边，緣，起点
しぜん	名词	自然	大自然
こくど	名词	国土	国土
たいこく	名词	大国	大国，强国
きょだいこく	名词	巨大国	大国
せいなん	名词	西南	西南
ほそながい	名词	細長い	细长
れっとう	名词	列島	列岛，群岛
かいがんせん	名词	海岸線	海岸线，沿海铁路线
さんち	名词	山地	山地，山区
かざんち	名词	火山地	火山地
かざん	名词	火山	火山
かっかざん	名词	活火山	活火山
ていち	名词	低地	低地，洼地
だいぶぶん	名词	大部分	大部分
こうおん	名词	高温	高温
たいへいよう	代词	太平洋	太平洋
しょとう	名词	諸島	诸岛，群岛
めだつ	代词	目立つ	显眼，显著，引人注目
こうぶつ	名词	鉱物	矿物
しげん	名词	資源	资源
さいがい	代词	災害	灾害
じしん	名词	地震	地震
たいふう	名词	台風	台风
かじ	名词	火事	火灾
めいぶつ	名词	名物	有名的东西
ふかい	名词	深い	深
かさ	代词	傘	伞
みあげる	名词	見上げる	仰望，往上看
えんそく	名词	遠足	远足，郊游
てるてるぼうず	名词	照る照る坊主	扫晴娘
いちょう	名词	胃腸	肠胃
たねまき	名词	種蒔き	播种
ひりょう	名词	肥料	肥料
さくもつ	名词	作物	作物
せいちょう	名词	成長	成长
ひでり	名词	日照り	旱，干旱
ふうすいがい	名词	風水害	风灾与水灾
あれる	名词	荒れる	闹（天气），（波涛)汹涌
あらし	名词	嵐	暴风雨，风暴
へん	名词	辺	一带，附近
はかまいり	名词	墓参り	扫墓，上坟
つゆ	名词	梅雨	梅雨
そらもよう	名词	空模様	天空的样子
なんぶ	名词	南部	南部
こさめ	名词	小雨	小雨
かくりつ	名词	確率	概率
にっちゅう	代词	日中	日中，日本和中国
さいてい	名词	最低	最低
かくち	名词	各地	各地
のち	名词	後	之后，将来
あさばん	名词	朝晩	早晚
いちじ	代词	一時	一时，临时，暂时
にわかあめ	名词	にわか雨	骤雨，降雨
プラスチック	名词	プラスチック	塑胶，塑料
いれかえ	名词	入れ換え	换，改换
つかいすて	名词	使い捨	用完扔掉
てがるさ	名词	手軽さ	简单，简便
がしつ	名词	画質	图像质量，画面质量
かんげい	名词	歓迎	欢迎
きゅうしん	名词	急伸	急增
しゅっか	名词	出荷	上市，运出货物
シェア	名词	シェア	市场占有率
だしいれ	名词	出し入れ	取出放入
てま	名词	手間	人力，劳力和时间，功夫
しゅっせきしゃ	名词	出席者	出席者
シャッター	名词	シャッター	快门
フラッシュ	名词	フラッシュ	闪光灯
ファインダー	名词	ファインダー	（照相机上的）取景器
レバー	名词	レバー	操纵柄，手柄，杠杆，控制杆
あんしん	名词	安心	放心
かげ	名词	影	影子
きしゅ	名词	機種	机种
いまのところ	名词	今のところ	现在，目前
いとこ	名词	いとこ	(堂/表)兄弟，(堂/表)姐妹
ぜんじつ	名词	前日	日前，前一天
くちぐち	名词	口々	每个人的嘴
よめ	名词	嫁	新娘，妻，儿媳
かんざし	名词	かんざし	簪子
とこのま	名词	床の間	壁龛
むく	名词	向く	向，朝；适合，对路
な	名词	名	名
カメラマン	名词	カメラマン	摄影师
さつえい	名词	撮影	摄影，拍摄
ほしょう	名词	保証	保证，担保
むこ	名词	婿	新郎，女婿
あせ	名词	汗	汗
おおごえ	名词	大声	大声
からまわり	名词	空回り	空转，空忙
わび	名词	詫び	道歉，赔不是
なぞなぞ	名词	謎々	谜语，猜谜游戏
じぶん	名词	自分	自己
なぞ	名词	謎	谜语 ，谜
せいと	名词	生徒	学生
しんぱん	名词	審判	裁判（员）；审判，判决
きょうそう	名词	競争	竞争
なんもん	名词	難問	难题
おおわらい	名词	大笑い	大笑，十分可笑
しば	名词	柴	柴
てん	名词	点	点，方面
いと	名词	糸	丝，丝线，线
しょうじょ	名词	少女	少女
したび	名词	下火	火势渐，衰退
クイズ	名词	クイズ	智力竞赛，猜谜
くうはく	名词	空白	空白
いっしゅ	名词	一種	一种
とく	代词	解く	解，解答，解明
まとも	名词	真面	正经，认真，正面
とんち	名词	頓智	机智，机敏
とりごや	名词	鳥小屋	鸡窝，鸡舍
にわとり	名词	鶏	鸡
ひよこ	名词	雛	鸡雏，幼鸟，小毛孩子
ぞう	名词	象	象，大象
おうさま	名词	王様	国王，大王
いっとう	名词	一頭	一头
おおさわぎ	名词	大騒ぎ	大吵大闹，轰动一时
やくにん	名词	役人	官员，公务员
はかり	名词	秤	秤，天平
けいじ	名词	掲示	布告
さいそく	名词	催促	催，催促
けんぶつにん	名词	見物人	游览者，观客
べつ	名词	別	其他，另外
そとがわ	名词	外側	外面，外侧
いし	名词	石	石头，石块
たいりょく	名词	体力	体力
もくひょう	名词	目標	目标
はん	名词	班	班，组
いっぱん	名词	一班	一班
はんちょう	名词	班長	班长
てつぼう	名词	鉄棒	单杠，铁棒
まえまわり	名词	前回り	向前转身
あん	名词	案	办法，方案；预想，意料
のぼりぼう	名词	登り棒	爬杆
はげみ	名词	励み	勤奋，努力
なかやすみ	名词	中休み	中途休息
へいき	名词	平気	不在乎，若无其事
グラフ	名词	グラフ	图表
りょうほう	名词	両方	两者，双方；两边
きろく	名词	記録	记载，记录；（成绩）记录
きょうそう	名词	競走	赛跑
こうみんかん	名词	公民館	（开展文化活动的）市民馆
こうてい	名词	校庭	校园，操场
いっしゅう	名词	一週	绕一周
ゴール	名词	ゴール	终点；球门
ラスト	名词	ラスト	最后，末尾
ひっし	名词	必死	拼命
ひといき	名词	一息	稍加把劲儿，一口气
ふうけい	名词	風景	景象，风景；情景
せいえん	名词	声援	呐喊助威，声援
おいこみ	名词	追い込み	（胜负）最后重要关头
いっぽ	名词	一歩	一步
いちい	名词	一位	首位，一步
ぼう	名词	棒	棍子，棒子
ゴールイン	名词	ゴールイン	跑进决胜点
かみきれ	名词	紙切れ	纸片，破纸
おおぞら	名词	大空	天空
さけぶ	名词	叫ぶ	喊叫，大声叫
ようてん	名词	要点	要点
ことがら	名词	事柄	事情，事态
かつよう	名词	活用	实际应用
どきどき	名词	どきどき	七上八下，心怦怦跳；忐忑不安
かんさつ	名词	観察	观察
こころぼそい	名词	心細い	心中没底，孤独
スケッチ	名词	スケッチ	速写，写生，素描
ひょう	名词	表	表
それそれ	代词	それそれ	就是它，就是它
むち	名词	鞭	教鞭，鞭子
とりこしぐろう	名词	取り越し苦労	自寻烦恼
はずかしい	名词	恥ずかしい	害羞，难为情
なりたつ	名词	成り立つ	成立
おおむかし	名词	大昔	太古，上古，远古
きちょうひん	名词	貴重品	贵重品
いね	名词	稲	稻子
せつ	名词	説	学说；说法，论点；主张，意见
ぶし	名词	武士	武士
なごり	名词	名残	遗痕，残余
きんぞく	名词	金属	金属
かち	名词	価値	价值
ぶんりょう	名词	分量	分量，数量
もちはこぶ	名词	持ち運ぶ	搬动，挪动
ぎん	名词	銀	银；银钱；银色
どう	名词	銅	铜
ぎんか	名词	銀貨	银币
どうか	名词	銅貨	铜币
きんか	名词	金貨	金币
よきん	名词	預金	存款
こぎって	名词	小切手	支票
てもと	名词	手元	手边，手头
けいざいがく	名词	経済学	经济学
がくもん	名词	学問	学问，学识，学业
ぎだい	名词	議題	议题
じぜん	名词	事前	事先，事前
ぎちょう	名词	議長	议长，主席
はつげん	名词	発言	发言
こうへい	名词	公平	公平
はんだん	名词	判断	判断，推测
ぎじ	名词	議事	议事，审议
ことわる	名词	断る	拒绝，谢绝；预先通知
いと	名词	意図	意图，打算
あきらか	名词	明らか	明显
よこく	名词	予告	预告
もちかた	名词	持ち方	做法，拿法
いいん	名词	委員	委员
たちぎえ	名词	立ち消え	中断，中途熄火
じょうきゅう	名词	上級	高一级
あらすじ	名词	粗筋	梗概，概略
ふやす	名词	増やす	增加
じかい	名词	次回	下次，下回
こうじょう	代词	向上	向上，提高，进步
かみしばい	名词	紙芝居	（拉）洋片
こころみ	名词	試み	尝试，试验
てんじ	名词	展示	展示，陈列
さいてん	名词	祭典	盛典，祭礼
ありがたい	名词	有難い	珍贵，难得；值得感谢
クラスかい	名词	クラス会	同窗会，班会
つうち	名词	通知	通知
はるやすみ	名词	春休み	春假
まぢかい	名词	間近い	临近，挨近
かえりみち	名词	帰り道	归途
ぐうぜん	名词	偶然	偶然
さいかい	名词	再会	重逢，再会
うわさばなし	名词	うわさ話	闲话，谈论
せわやく	名词	世話役	筹办者，发起人
くらい	代词	暗い	昏暗
こころあたり	名词	心当たり	线索，想像得到
しょうたいじょう	名词	招待状	请帖
しけんき	名词	試験期	考试期
おもいでばなし	名词	思い出話	叙旧，谈往事
さくねん	名词	昨年	去年
いちどう	名词	一同	大家，全体
ものがたり	名词	物語	故事，传说
きつね	名词	狐	狐狸
いど	名词	井戸	井
やぎ	名词	山羊	山羊
まえあし	名词	前足	前肢，前足
かど	代词	角	转角
せなか	名词	背中	背，背脊
ふみだい	名词	踏み台	脚搭子，垫脚石
もんく	代词	文句	意见，异议，牢骚；词句，话语
ちえ	名词	知恵	智慧，脑筋
がまん	名词	我慢	忍耐，自制
だい	名词	台	台，座儿
せいしつ	名词	性質	品质，性质
あさい	名词	浅い	浅，淡，浅薄
ずるい	代词	ずるい	狡猾，奸诈
はまべ	名词	浜辺	海边
かめ	名词	亀	龟
つり	名词	釣	钓鱼
おじぎ	名词	お辞儀	鞠躬
りゅうぐう	名词	龍宮	龙宫
たい	名词	鯛	加级鱼
ひらめ	名词	比目魚	比目鱼
ごてん	名词	御殿	宫殿，公馆
ぎょく	名词	玉	玉，玉器
かい	名词	貝	贝，贝壳
まぶしい	名词	眩しい	晃眼，耀眼
おとひめ	名词	乙姫	龙宫仙女
はこ	代词	箱	盒子
かかえる	名词	抱える	担负，承担
むら	名词	村	村子，村庄
けむり	名词	煙	烟
かみ	代词	髪	头发
まっしろ	名词	真っ白	雪白
るすばん	名词	留守番	看家，看家人
るすばんでんわ	名词	留守番電話	录音电话
ドラマ	名词	ドラマ	连续剧
ふゆかい	名词	不愉快	不愉快，不痛快
へんじ	名词	返事	回答，答复，回复
アナウンサー	名词	アナウンサー	播音员，广播员
みりょく	名词	魅力	吸引力，魅力
ひかく	名词	比較	比较
どうじせい	名词	同時性	同时性
ぎゃくもどり	名词	逆戻り	往回走，开倒车
だんせい	名词	男性	男性
じょせい	名词	女性	女性
しんごうおん	名词	信号音	信号声
いない	名词	以内	以内
うらやましい	名词	羨ましい	羡慕
おっと	名词	夫	丈夫
つま	名词	妻	妻子
ともばたらき	名词	共働き	双职工
テレビでんわ	名词	テレビ電話	（通话时可以看见对方的）电视电话机
ちゅうけい	名词	中継	转播
スクリーン	名词	スクリーン	屏幕，银幕，银屏
まっくろ	名词	真っ黒	乌黑，漆黑
こくじん	名词	黒人	黑人
まっか	名词	真っ赤	通红，鲜红
ききかえす	名词	聞き返す	反问；反复问
いっそう	名词	一層	更加，越发，更；一层
はやくち	名词	早口	说话快，嘴快
スワヒリご	名词	スワヒリ語	斯瓦西里语
ホーム	名词	ホーム	家，家庭；月台，站台
でんしずのう	名词	電子頭脳	电脑
そうち	名词	装置	装置，设备
ランプ	名词	ランプ	灯
スピーカー	名词	スピーカー	扩音器，喇叭
ダイヤル	名词	ダイヤル	旋钮，调谐度盘
れんけつ	名词	連結	连接
かいろ	名词	回路	电路，回路
きょうわこく	名词	共和国	共和国
しんゆう	名词	親友	好朋友，好友，密友，至交
うなずく	名词	うなずく	点头
かいかん	名词	会館	会馆
いきさき	名词	行き先	去的地方，目的地
ロケットき	名词	ロケット機	喷气式飞机
コピー	名词	コピー	拷贝，抄本
サラダオイル	名词	サラダオイル	色拉油，生菜油
イクラ	名词	イクラ	盐渍鲑鱼子
ざいりょう	名词	材料	材料
じょうとう	名词	上等	上等，高级
かこう	名词	加工	加工
かおり	名词	香り	香味，芳香
はざわり	名词	歯ざわり	牙齿接触食物时的感觉
しょくひんてんかぶつ	名词	食品添加物	（为装饰或防腐）食品添加物
ごうせい	名词	合成	合成
ほぞんりょう	名词	保存料	存储剂
きゅうしょく	名词	給食	供食
がいしょく	名词	外食	在外吃饭
ほね	名词	骨	骨头，骨骼
にせもの	名词	偽物	冒牌货
おごり	名词	奢り	请客，奢侈
はやり	名词	流行り	流行
しろうと	名词	素人	外行，业余爱好者
フライ	名词	フライ	油炸食品
ステーキ	名词	ステーキ	牛排
ちょうなん	名词	長男	长子，长男
フォーク	代词	フォーク	叉子
ひときれ	名词	一切れ	一块，一片，一点
チューブ	名词	チューブ	软管，管筒
いり	名词	入り	装，加入，掺有
ゼリー	名词	ゼリー	果子冻，胶状物，胶状物品
じょうざい	名词	錠剤	药片
つぶ	名词	粒	粒，丸
ちゅうしゃ	名词	注射	注射
みらい	名词	未来	未来，将来
あじわう	名词	味わう	品味，品尝
へりくつ	名词	屁理屈	歪理，辩解
コンコルド	名词	コンコルド	（英法联制）协和式超音速大型客机
エアカー	名词	エアカー	气垫汽车
ほどう	名词	歩道	人行道
じつよう	名词	実用	实用
しょうねん	名词	少年	少年
だいもんだい	名词	大問題	大问题
うら	名词	裏	背面，后面
マーク	名词	マーク	符号
いんしょく	名词	飲食	饮食
みぶんしょうめいしょ	名词	身分証明書	身份证
しはらい	名词	支払い	支付，付款
がく	名词	額	金额，数量
どろぼう	名词	泥棒	小偷，盗贼
さつ	名词	札	钞票
むだづかい	名词	無駄遣い	浪费，乱花钱
とうしょ	名词	投書	投稿，寄稿
めのまえ	名词	目の前	眼前，面前
かへい	名词	貨幣	货币
じっかん	名词	実感	真实感
せつやく	名词	節約	节约
きらく	名词	気楽	舒适，轻松
りせい	名词	理性	理性
こうどう	名词	行動	行为，行动
ちじん	名词	知人	熟人
ハンドバッグ	名词	ハンドバッグ	（女式）手提包
テレフォンカード	名词	テレフォンカード	电话卡
いし	名词	意志	意愿，意志，意向
よわい	代词	弱い	弱
ふうふ	名词	夫婦	夫妻，夫妇
しょうひぜい	名词	消費税	消费税
めんどう	名词	面倒	照料，麻烦
ぎょく	名词	玉	玉，玉器
コーヒーカップ	名词	コーヒーカップ	咖啡杯
えらい	名词	偉い	了不起，伟大
きゅうよ	名词	給与	薪金，供应品
こうざ	名词	口座	（银行）户头
つかいすぎ	名词	使い過ぎ	用过量，用过头
とくてん	名词	特典	优惠
あらためて	名词	改めて	再，重新
かいいんし	名词	会員誌	会员杂志
かいひ	名词	会費	会费
かんちがい	名词	勘違い	判断错误，误会
ゆうき	名词	勇気	勇气
しかけにん	名词	仕掛け人	用某种手段骗人的人
いんしょくてん	名词	飲食店	饮食店
レジャー	名词	レジャー	业余时间的娱乐；余暇．空闲
かめいてん	名词	加盟店	加盟店
かめいひ	名词	加盟料	加盟费
ステッカー	名词	ステッカー	（背面涂胶的）张贴物
ゆうたい	名词	優待	优待
かいたく	名词	開拓	开辟，开垦
けいひ	名词	経費	经费
クレジット	名词	クレジット	信用，信用（分期付款）销售
たしゃ	名词	他社	其它公司（报社，神社）
PRこうか	名词	PR効果	宣传效果
じがじさん	名词	自画自賛	自卖自夸
みせがわ	名词	店側	店方
てすうりょう	名词	手数料	手续费
こくない	名词	国内	国内
ちきゅう	名词	地球	地球
はんにち	名词	半日	半天
かんじ	名词	感じ	感觉
いどうする	名词	移動	移动
えんせん	名词	沿線	沿线
もくてきち	名词	目的地	目的地
こうふん	名词	興奮	兴奋
こうそくか	名词	高速化	高速化
ひかげん	名词	火加減	火候，火头
でんしレンジ	名词	電子レンジ	微波炉
すうふん	名词	数分	几分钟
あじみ	名词	味見	尝尝味道
だいどころ	名词	台所	厨房
わくわく	名词	わくわく	欢欣雀跃，兴奋
ついきゅう	名词	追求	追求
ふきゅう	名词	普及	普及
げっきゅうび	名词	月給日	发薪水日
げっきゅうぶくろ	名词	月給袋	工资袋
ボーナス	名词	ボーナス	奖金
あつい	名词	厚い	厚
せいかく	名词	性格	性格
うしなう	名词	失う	失去，丧失
なつかしい	名词	懐かしい	怀念，留恋
のりつぎ	名词	乗り継ぎ	换乘（其他交通工具）
まどぎわ	名词	窓際	窗边
ぜいたく	名词	贅沢	奢侈，奢望
ふまん	名词	不満	不满
かんげき	名词	感激	感激，感动
はつげっきゅう	名词	初月給	第一次工资
かみだな	名词	神棚	神龛
けっしょう	名词	結晶	结晶，结果
めいさいしょ	名词	明細書	明细单
りったい	名词	立体	立体
ちゃく	名词	着	到达，抵达
ジャンボジェットき	名词	ジャンボジェット機	大型喷气式飞机
スイッチ	代词	スイッチ	开关
そうぞう	名词	想像	想象，设想
びん	名词	便	航班
うんちん	名词	運賃	运费
こうつうきかん	名词	交通機関	交通工具
